timestamp,sessionId,participantId,trialIndex,trialElapsed,speakerId,azimuth,range,direction,distance,speakingState,turnState,semanticToken,urgency,targetObjectId,utteranceText,semanticConfidence,priority,selectedForTransmission,selectionReason,condition
49.245,20260706_230957,P00,2,16.044,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
49.245,20260706_230957,P00,2,16.044,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
49.346,20260706_230957,P00,2,16.145,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,DIRECTION_DISTANCE
49.346,20260706_230957,P00,2,16.145,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
49.346,20260706_230957,P00,2,16.145,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
49.447,20260706_230957,P00,2,16.246,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,DIRECTION_DISTANCE
49.447,20260706_230957,P00,2,16.246,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
49.447,20260706_230957,P00,2,16.246,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
49.547,20260706_230957,P00,2,16.347,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,DIRECTION_DISTANCE
49.547,20260706_230957,P00,2,16.347,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
49.547,20260706_230957,P00,2,16.347,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
49.648,20260706_230957,P00,2,16.448,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,DIRECTION_DISTANCE
49.648,20260706_230957,P00,2,16.448,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
49.648,20260706_230957,P00,2,16.448,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
49.750,20260706_230957,P00,2,16.549,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,DIRECTION_DISTANCE
49.750,20260706_230957,P00,2,16.549,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
49.750,20260706_230957,P00,2,16.549,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
49.850,20260706_230957,P00,2,16.650,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,DIRECTION_DISTANCE
49.850,20260706_230957,P00,2,16.650,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
49.850,20260706_230957,P00,2,16.650,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
49.952,20260706_230957,P00,2,16.751,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,0.95,true,selection_disabled,DIRECTION_DISTANCE
49.952,20260706_230957,P00,2,16.751,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
49.952,20260706_230957,P00,2,16.751,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
50.053,20260706_230957,P00,2,16.852,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.053,20260706_230957,P00,2,16.852,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
50.053,20260706_230957,P00,2,16.852,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.154,20260706_230957,P00,2,16.954,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.154,20260706_230957,P00,2,16.954,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
50.154,20260706_230957,P00,2,16.954,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.255,20260706_230957,P00,2,17.055,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.255,20260706_230957,P00,2,17.055,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
50.255,20260706_230957,P00,2,17.055,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.356,20260706_230957,P00,2,17.156,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.356,20260706_230957,P00,2,17.156,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
50.356,20260706_230957,P00,2,17.156,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.458,20260706_230957,P00,2,17.257,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.458,20260706_230957,P00,2,17.257,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
50.458,20260706_230957,P00,2,17.257,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.558,20260706_230957,P00,2,17.358,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.558,20260706_230957,P00,2,17.358,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
50.558,20260706_230957,P00,2,17.358,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.658,20260706_230957,P00,2,17.458,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.658,20260706_230957,P00,2,17.458,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
50.658,20260706_230957,P00,2,17.458,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.759,20260706_230957,P00,2,17.559,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.759,20260706_230957,P00,2,17.559,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
50.759,20260706_230957,P00,2,17.559,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.861,20260706_230957,P00,2,17.660,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.861,20260706_230957,P00,2,17.660,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
50.861,20260706_230957,P00,2,17.660,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.961,20260706_230957,P00,2,17.761,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,HIGH,Valve2,"Move this object forward, please.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
50.961,20260706_230957,P00,2,17.761,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
50.961,20260706_230957,P00,2,17.761,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
51.062,20260706_230957,P00,2,17.862,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
51.062,20260706_230957,P00,2,17.862,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
51.062,20260706_230957,P00,2,17.862,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
51.164,20260706_230957,P00,2,17.963,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
51.164,20260706_230957,P00,2,17.963,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
51.164,20260706_230957,P00,2,17.963,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
51.264,20260706_230957,P00,2,18.063,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
51.264,20260706_230957,P00,2,18.063,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
51.264,20260706_230957,P00,2,18.063,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
51.365,20260706_230957,P00,2,18.164,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
51.365,20260706_230957,P00,2,18.164,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
51.365,20260706_230957,P00,2,18.164,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
51.465,20260706_230957,P00,2,18.265,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
51.465,20260706_230957,P00,2,18.265,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
51.465,20260706_230957,P00,2,18.265,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
51.566,20260706_230957,P00,2,18.366,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
51.566,20260706_230957,P00,2,18.366,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
51.566,20260706_230957,P00,2,18.366,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
51.667,20260706_230957,P00,2,18.466,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
51.667,20260706_230957,P00,2,18.466,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
51.667,20260706_230957,P00,2,18.466,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
51.767,20260706_230957,P00,2,18.567,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
51.767,20260706_230957,P00,2,18.567,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
51.767,20260706_230957,P00,2,18.567,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
51.868,20260706_230957,P00,2,18.668,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
51.868,20260706_230957,P00,2,18.668,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
51.868,20260706_230957,P00,2,18.668,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
51.969,20260706_230957,P00,2,18.768,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
51.969,20260706_230957,P00,2,18.768,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
51.969,20260706_230957,P00,2,18.768,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,DIRECTION_DISTANCE
52.070,20260706_230957,P00,2,18.870,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
52.070,20260706_230957,P00,2,18.870,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
52.070,20260706_230957,P00,2,18.870,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
52.171,20260706_230957,P00,2,18.971,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
52.171,20260706_230957,P00,2,18.971,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
52.171,20260706_230957,P00,2,18.971,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
52.273,20260706_230957,P00,2,19.073,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
52.273,20260706_230957,P00,2,19.073,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
52.273,20260706_230957,P00,2,19.073,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
52.374,20260706_230957,P00,2,19.174,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
52.374,20260706_230957,P00,2,19.174,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
52.374,20260706_230957,P00,2,19.174,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
52.476,20260706_230957,P00,2,19.275,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
52.476,20260706_230957,P00,2,19.275,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
52.476,20260706_230957,P00,2,19.275,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
52.577,20260706_230957,P00,2,19.376,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
52.577,20260706_230957,P00,2,19.376,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
52.577,20260706_230957,P00,2,19.376,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
52.678,20260706_230957,P00,2,19.478,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
52.678,20260706_230957,P00,2,19.478,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
52.678,20260706_230957,P00,2,19.478,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
52.779,20260706_230957,P00,2,19.578,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
52.779,20260706_230957,P00,2,19.578,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,DIRECTION_DISTANCE
52.779,20260706_230957,P00,2,19.578,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
52.880,20260706_230957,P00,2,19.679,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
52.880,20260706_230957,P00,2,19.679,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,DIRECTION_DISTANCE
52.880,20260706_230957,P00,2,19.679,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
52.980,20260706_230957,P00,2,19.779,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
52.980,20260706_230957,P00,2,19.779,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,DIRECTION_DISTANCE
52.980,20260706_230957,P00,2,19.779,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
53.081,20260706_230957,P00,2,19.880,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
53.081,20260706_230957,P00,2,19.880,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,DIRECTION_DISTANCE
53.081,20260706_230957,P00,2,19.880,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
53.182,20260706_230957,P00,2,19.981,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
53.182,20260706_230957,P00,2,19.981,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,DIRECTION_DISTANCE
53.182,20260706_230957,P00,2,19.981,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
53.282,20260706_230957,P00,2,20.081,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
53.282,20260706_230957,P00,2,20.081,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,DIRECTION_DISTANCE
53.282,20260706_230957,P00,2,20.081,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
53.382,20260706_230957,P00,2,20.182,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
53.382,20260706_230957,P00,2,20.182,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,DIRECTION_DISTANCE
53.382,20260706_230957,P00,2,20.182,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
53.482,20260706_230957,P00,2,20.282,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
53.482,20260706_230957,P00,2,20.282,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,DIRECTION_DISTANCE
53.482,20260706_230957,P00,2,20.282,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
53.583,20260706_230957,P00,2,20.383,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
53.583,20260706_230957,P00,2,20.383,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,DIRECTION_DISTANCE
53.583,20260706_230957,P00,2,20.383,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
53.684,20260706_230957,P00,2,20.483,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
53.684,20260706_230957,P00,2,20.483,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,DIRECTION_DISTANCE
53.684,20260706_230957,P00,2,20.483,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
53.784,20260706_230957,P00,2,20.583,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
53.784,20260706_230957,P00,2,20.583,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,DIRECTION_DISTANCE
53.784,20260706_230957,P00,2,20.583,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,DIRECTION_DISTANCE
53.885,20260706_230957,P00,2,20.684,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,DIRECTION_DISTANCE
