timestamp,sessionId,participantId,trialIndex,trialElapsed,speakerId,azimuth,range,direction,distance,speakingState,turnState,semanticToken,urgency,targetObjectId,utteranceText,semanticConfidence,priority,selectedForTransmission,selectionReason,condition
21.450,20260706_230957,P00,1,18.251,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
21.450,20260706_230957,P00,1,18.251,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
21.450,20260706_230957,P00,1,18.251,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,TRADITIONAL
21.550,20260706_230957,P00,1,18.351,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
21.550,20260706_230957,P00,1,18.351,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
21.550,20260706_230957,P00,1,18.351,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,TRADITIONAL
21.652,20260706_230957,P00,1,18.452,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
21.652,20260706_230957,P00,1,18.452,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
21.652,20260706_230957,P00,1,18.452,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,TRADITIONAL
21.752,20260706_230957,P00,1,18.553,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
21.752,20260706_230957,P00,1,18.553,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
21.752,20260706_230957,P00,1,18.553,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,TRADITIONAL
21.854,20260706_230957,P00,1,18.654,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
21.854,20260706_230957,P00,1,18.654,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
21.854,20260706_230957,P00,1,18.654,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,TRADITIONAL
21.954,20260706_230957,P00,1,18.755,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
21.954,20260706_230957,P00,1,18.755,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
21.954,20260706_230957,P00,1,18.755,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,CRITICAL,Pump3,"Be careful, the direction is wrong.",0.90,1.00,true,selection_disabled,TRADITIONAL
22.055,20260706_230957,P00,1,18.856,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
22.055,20260706_230957,P00,1,18.856,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
22.055,20260706_230957,P00,1,18.856,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
22.157,20260706_230957,P00,1,18.957,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
22.157,20260706_230957,P00,1,18.957,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
22.157,20260706_230957,P00,1,18.957,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
22.257,20260706_230957,P00,1,19.058,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
22.257,20260706_230957,P00,1,19.058,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
22.257,20260706_230957,P00,1,19.058,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
22.357,20260706_230957,P00,1,19.158,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
22.357,20260706_230957,P00,1,19.158,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
22.357,20260706_230957,P00,1,19.158,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
22.458,20260706_230957,P00,1,19.259,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
22.458,20260706_230957,P00,1,19.259,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
22.458,20260706_230957,P00,1,19.259,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
22.559,20260706_230957,P00,1,19.359,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
22.559,20260706_230957,P00,1,19.359,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
22.559,20260706_230957,P00,1,19.359,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
22.660,20260706_230957,P00,1,19.460,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
22.660,20260706_230957,P00,1,19.460,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
22.660,20260706_230957,P00,1,19.460,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
22.760,20260706_230957,P00,1,19.561,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
22.760,20260706_230957,P00,1,19.561,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.30,true,selection_disabled,TRADITIONAL
22.760,20260706_230957,P00,1,19.561,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
22.861,20260706_230957,P00,1,19.661,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
22.861,20260706_230957,P00,1,19.661,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
22.861,20260706_230957,P00,1,19.661,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
22.961,20260706_230957,P00,1,19.761,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
22.961,20260706_230957,P00,1,19.761,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
22.961,20260706_230957,P00,1,19.761,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
23.061,20260706_230957,P00,1,19.861,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
23.061,20260706_230957,P00,1,19.861,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
23.061,20260706_230957,P00,1,19.861,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
23.162,20260706_230957,P00,1,19.963,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
23.162,20260706_230957,P00,1,19.963,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
23.162,20260706_230957,P00,1,19.963,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
23.263,20260706_230957,P00,1,20.063,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
23.263,20260706_230957,P00,1,20.063,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
23.263,20260706_230957,P00,1,20.063,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
23.363,20260706_230957,P00,1,20.163,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
23.363,20260706_230957,P00,1,20.163,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
23.363,20260706_230957,P00,1,20.163,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
23.463,20260706_230957,P00,1,20.264,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
23.463,20260706_230957,P00,1,20.264,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
23.463,20260706_230957,P00,1,20.264,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
23.564,20260706_230957,P00,1,20.364,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
23.564,20260706_230957,P00,1,20.364,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
23.564,20260706_230957,P00,1,20.364,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
23.664,20260706_230957,P00,1,20.465,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
23.664,20260706_230957,P00,1,20.465,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
23.664,20260706_230957,P00,1,20.465,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
23.764,20260706_230957,P00,1,20.565,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
23.764,20260706_230957,P00,1,20.565,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
23.764,20260706_230957,P00,1,20.565,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
23.865,20260706_230957,P00,1,20.665,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
23.865,20260706_230957,P00,1,20.665,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
23.865,20260706_230957,P00,1,20.665,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
23.966,20260706_230957,P00,1,20.767,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
23.966,20260706_230957,P00,1,20.767,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
23.966,20260706_230957,P00,1,20.767,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
24.067,20260706_230957,P00,1,20.867,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
24.067,20260706_230957,P00,1,20.867,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
24.067,20260706_230957,P00,1,20.867,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
24.168,20260706_230957,P00,1,20.968,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
24.168,20260706_230957,P00,1,20.968,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
24.168,20260706_230957,P00,1,20.968,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
24.269,20260706_230957,P00,1,21.070,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
24.269,20260706_230957,P00,1,21.070,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
24.269,20260706_230957,P00,1,21.070,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
24.369,20260706_230957,P00,1,21.170,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.70,true,selection_disabled,TRADITIONAL
24.369,20260706_230957,P00,1,21.170,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,LOW,Valve2,I think that direction is good.,0.85,0.45,true,selection_disabled,TRADITIONAL
24.369,20260706_230957,P00,1,21.170,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
24.470,20260706_230957,P00,1,21.270,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
24.470,20260706_230957,P00,1,21.270,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
24.470,20260706_230957,P00,1,21.270,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
24.570,20260706_230957,P00,1,21.371,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
24.570,20260706_230957,P00,1,21.371,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
24.570,20260706_230957,P00,1,21.371,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
24.672,20260706_230957,P00,1,21.472,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
24.672,20260706_230957,P00,1,21.472,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
24.672,20260706_230957,P00,1,21.472,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
24.772,20260706_230957,P00,1,21.573,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
24.772,20260706_230957,P00,1,21.573,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
24.772,20260706_230957,P00,1,21.573,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
24.873,20260706_230957,P00,1,21.674,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
24.873,20260706_230957,P00,1,21.674,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
24.873,20260706_230957,P00,1,21.674,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
24.974,20260706_230957,P00,1,21.775,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
24.974,20260706_230957,P00,1,21.775,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
24.974,20260706_230957,P00,1,21.775,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
25.075,20260706_230957,P00,1,21.875,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
25.075,20260706_230957,P00,1,21.875,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
25.075,20260706_230957,P00,1,21.875,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
25.176,20260706_230957,P00,1,21.976,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
25.176,20260706_230957,P00,1,21.976,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
25.176,20260706_230957,P00,1,21.976,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
25.277,20260706_230957,P00,1,22.078,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
25.277,20260706_230957,P00,1,22.078,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
25.277,20260706_230957,P00,1,22.078,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
25.378,20260706_230957,P00,1,22.179,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
25.378,20260706_230957,P00,1,22.179,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
25.378,20260706_230957,P00,1,22.179,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
25.479,20260706_230957,P00,1,22.279,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
25.479,20260706_230957,P00,1,22.279,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
25.479,20260706_230957,P00,1,22.279,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
25.580,20260706_230957,P00,1,22.380,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
25.580,20260706_230957,P00,1,22.380,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
25.580,20260706_230957,P00,1,22.380,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
25.680,20260706_230957,P00,1,22.481,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
25.680,20260706_230957,P00,1,22.481,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
25.680,20260706_230957,P00,1,22.481,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
25.781,20260706_230957,P00,1,22.582,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
25.781,20260706_230957,P00,1,22.582,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
25.781,20260706_230957,P00,1,22.582,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
25.883,20260706_230957,P00,1,22.683,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
25.883,20260706_230957,P00,1,22.683,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
25.883,20260706_230957,P00,1,22.683,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
25.983,20260706_230957,P00,1,22.784,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
25.983,20260706_230957,P00,1,22.784,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
25.983,20260706_230957,P00,1,22.784,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
26.084,20260706_230957,P00,1,22.884,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
26.084,20260706_230957,P00,1,22.884,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
26.084,20260706_230957,P00,1,22.884,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
26.184,20260706_230957,P00,1,22.985,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
26.184,20260706_230957,P00,1,22.985,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
26.184,20260706_230957,P00,1,22.985,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
26.285,20260706_230957,P00,1,23.086,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
26.285,20260706_230957,P00,1,23.086,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
26.285,20260706_230957,P00,1,23.086,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.90,true,selection_disabled,TRADITIONAL
26.385,20260706_230957,P00,1,23.186,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,MEDIUM,Pump3,Can you check this object for me?,0.95,0.70,true,selection_disabled,TRADITIONAL
26.385,20260706_230957,P00,1,23.186,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,LOW,,,0.00,0.20,true,selection_disabled,TRADITIONAL
