timestamp,sessionId,participantId,trialIndex,trialElapsed,speakerId,azimuth,range,direction,distance,speakingState,turnState,semanticToken,utteranceText,semanticConfidence,condition
101.253,20260630_140909,P00,1,5.966,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
101.253,20260630_140909,P00,1,5.966,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
101.354,20260630_140909,P00,1,6.067,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
101.354,20260630_140909,P00,1,6.067,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
101.354,20260630_140909,P00,1,6.067,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
101.455,20260630_140909,P00,1,6.168,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
101.455,20260630_140909,P00,1,6.168,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
101.455,20260630_140909,P00,1,6.168,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
101.556,20260630_140909,P00,1,6.269,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
101.556,20260630_140909,P00,1,6.269,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
101.556,20260630_140909,P00,1,6.269,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
101.656,20260630_140909,P00,1,6.369,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
101.656,20260630_140909,P00,1,6.369,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
101.656,20260630_140909,P00,1,6.369,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
101.757,20260630_140909,P00,1,6.470,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
101.757,20260630_140909,P00,1,6.470,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
101.757,20260630_140909,P00,1,6.470,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
101.858,20260630_140909,P00,1,6.571,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
101.858,20260630_140909,P00,1,6.571,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
101.858,20260630_140909,P00,1,6.571,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
101.959,20260630_140909,P00,1,6.672,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
101.959,20260630_140909,P00,1,6.672,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
101.959,20260630_140909,P00,1,6.672,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
102.059,20260630_140909,P00,1,6.772,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
102.059,20260630_140909,P00,1,6.772,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.059,20260630_140909,P00,1,6.772,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
102.160,20260630_140909,P00,1,6.873,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
102.160,20260630_140909,P00,1,6.873,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.160,20260630_140909,P00,1,6.873,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
102.260,20260630_140909,P00,1,6.973,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
102.260,20260630_140909,P00,1,6.973,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.260,20260630_140909,P00,1,6.973,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
102.361,20260630_140909,P00,1,7.074,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
102.361,20260630_140909,P00,1,7.074,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.361,20260630_140909,P00,1,7.074,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
102.462,20260630_140909,P00,1,7.175,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,TRADITIONAL
102.462,20260630_140909,P00,1,7.175,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.462,20260630_140909,P00,1,7.175,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
102.563,20260630_140909,P00,1,7.276,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.563,20260630_140909,P00,1,7.276,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.563,20260630_140909,P00,1,7.276,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
102.664,20260630_140909,P00,1,7.377,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.664,20260630_140909,P00,1,7.377,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.664,20260630_140909,P00,1,7.377,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
102.765,20260630_140909,P00,1,7.478,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.765,20260630_140909,P00,1,7.478,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.765,20260630_140909,P00,1,7.478,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
102.866,20260630_140909,P00,1,7.579,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.866,20260630_140909,P00,1,7.579,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.866,20260630_140909,P00,1,7.579,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
102.967,20260630_140909,P00,1,7.680,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.967,20260630_140909,P00,1,7.680,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
102.967,20260630_140909,P00,1,7.680,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
103.068,20260630_140909,P00,1,7.781,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.068,20260630_140909,P00,1,7.781,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.068,20260630_140909,P00,1,7.781,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
103.168,20260630_140909,P00,1,7.881,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.168,20260630_140909,P00,1,7.881,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.168,20260630_140909,P00,1,7.881,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
103.269,20260630_140909,P00,1,7.982,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.269,20260630_140909,P00,1,7.982,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.269,20260630_140909,P00,1,7.982,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
103.369,20260630_140909,P00,1,8.082,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.369,20260630_140909,P00,1,8.082,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.369,20260630_140909,P00,1,8.082,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
103.470,20260630_140909,P00,1,8.183,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.470,20260630_140909,P00,1,8.183,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.470,20260630_140909,P00,1,8.183,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,TRADITIONAL
103.570,20260630_140909,P00,1,8.284,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.570,20260630_140909,P00,1,8.284,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.570,20260630_140909,P00,1,8.284,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.671,20260630_140909,P00,1,8.384,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.671,20260630_140909,P00,1,8.384,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.671,20260630_140909,P00,1,8.384,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.772,20260630_140909,P00,1,8.485,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.772,20260630_140909,P00,1,8.485,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.772,20260630_140909,P00,1,8.485,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.872,20260630_140909,P00,1,8.585,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.872,20260630_140909,P00,1,8.585,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.872,20260630_140909,P00,1,8.585,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.972,20260630_140909,P00,1,8.685,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.972,20260630_140909,P00,1,8.685,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
103.972,20260630_140909,P00,1,8.685,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.073,20260630_140909,P00,1,8.786,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.073,20260630_140909,P00,1,8.786,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.073,20260630_140909,P00,1,8.786,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.174,20260630_140909,P00,1,8.887,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.174,20260630_140909,P00,1,8.887,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.174,20260630_140909,P00,1,8.887,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.274,20260630_140909,P00,1,8.987,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.274,20260630_140909,P00,1,8.987,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.274,20260630_140909,P00,1,8.987,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.374,20260630_140909,P00,1,9.088,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.374,20260630_140909,P00,1,9.088,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
104.374,20260630_140909,P00,1,9.088,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.476,20260630_140909,P00,1,9.189,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.476,20260630_140909,P00,1,9.189,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
104.476,20260630_140909,P00,1,9.189,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.576,20260630_140909,P00,1,9.289,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.576,20260630_140909,P00,1,9.289,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
104.576,20260630_140909,P00,1,9.289,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.677,20260630_140909,P00,1,9.390,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.677,20260630_140909,P00,1,9.390,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
104.677,20260630_140909,P00,1,9.390,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.777,20260630_140909,P00,1,9.491,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.777,20260630_140909,P00,1,9.491,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
104.777,20260630_140909,P00,1,9.491,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.878,20260630_140909,P00,1,9.591,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.878,20260630_140909,P00,1,9.591,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
104.878,20260630_140909,P00,1,9.591,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.978,20260630_140909,P00,1,9.691,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
104.978,20260630_140909,P00,1,9.691,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
104.978,20260630_140909,P00,1,9.691,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.078,20260630_140909,P00,1,9.792,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.078,20260630_140909,P00,1,9.792,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
105.078,20260630_140909,P00,1,9.792,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.179,20260630_140909,P00,1,9.892,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.179,20260630_140909,P00,1,9.892,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
105.179,20260630_140909,P00,1,9.892,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.280,20260630_140909,P00,1,9.993,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.280,20260630_140909,P00,1,9.993,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
105.280,20260630_140909,P00,1,9.993,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.380,20260630_140909,P00,1,10.093,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.380,20260630_140909,P00,1,10.093,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
105.380,20260630_140909,P00,1,10.093,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.481,20260630_140909,P00,1,10.194,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.481,20260630_140909,P00,1,10.194,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
105.481,20260630_140909,P00,1,10.194,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.582,20260630_140909,P00,1,10.295,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.582,20260630_140909,P00,1,10.295,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
105.582,20260630_140909,P00,1,10.295,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.682,20260630_140909,P00,1,10.396,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.682,20260630_140909,P00,1,10.396,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
105.682,20260630_140909,P00,1,10.396,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.785,20260630_140909,P00,1,10.498,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.785,20260630_140909,P00,1,10.498,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
105.785,20260630_140909,P00,1,10.498,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.886,20260630_140909,P00,1,10.599,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.886,20260630_140909,P00,1,10.599,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,AGREEMENT,I think that direction is good.,0.85,TRADITIONAL
105.886,20260630_140909,P00,1,10.599,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.986,20260630_140909,P00,1,10.699,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
105.986,20260630_140909,P00,1,10.699,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
105.986,20260630_140909,P00,1,10.699,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.086,20260630_140909,P00,1,10.799,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
106.086,20260630_140909,P00,1,10.799,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.086,20260630_140909,P00,1,10.799,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.187,20260630_140909,P00,1,10.900,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
106.187,20260630_140909,P00,1,10.900,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.187,20260630_140909,P00,1,10.900,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.288,20260630_140909,P00,1,11.001,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
106.288,20260630_140909,P00,1,11.001,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.288,20260630_140909,P00,1,11.001,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.389,20260630_140909,P00,1,11.102,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
106.389,20260630_140909,P00,1,11.102,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.389,20260630_140909,P00,1,11.102,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.490,20260630_140909,P00,1,11.203,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
106.490,20260630_140909,P00,1,11.203,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.490,20260630_140909,P00,1,11.203,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.590,20260630_140909,P00,1,11.303,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
106.590,20260630_140909,P00,1,11.303,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.590,20260630_140909,P00,1,11.303,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.690,20260630_140909,P00,1,11.403,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
106.690,20260630_140909,P00,1,11.403,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.690,20260630_140909,P00,1,11.403,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.791,20260630_140909,P00,1,11.504,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
106.791,20260630_140909,P00,1,11.504,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.791,20260630_140909,P00,1,11.504,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.891,20260630_140909,P00,1,11.605,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
106.891,20260630_140909,P00,1,11.605,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.891,20260630_140909,P00,1,11.605,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.992,20260630_140909,P00,1,11.705,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
106.992,20260630_140909,P00,1,11.705,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
106.992,20260630_140909,P00,1,11.705,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
107.093,20260630_140909,P00,1,11.806,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
107.093,20260630_140909,P00,1,11.806,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
107.093,20260630_140909,P00,1,11.806,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
107.194,20260630_140909,P00,1,11.907,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
107.194,20260630_140909,P00,1,11.907,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
107.194,20260630_140909,P00,1,11.907,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
107.294,20260630_140909,P00,1,12.007,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
107.294,20260630_140909,P00,1,12.007,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
107.294,20260630_140909,P00,1,12.007,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
107.394,20260630_140909,P00,1,12.107,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
107.394,20260630_140909,P00,1,12.107,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
107.394,20260630_140909,P00,1,12.107,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,TRADITIONAL
107.495,20260630_140909,P00,1,12.208,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,QUESTION,Can you check this object for me?,0.95,TRADITIONAL
