timestamp,sessionId,participantId,trialIndex,trialElapsed,speakerId,azimuth,range,direction,distance,speakingState,turnState,semanticToken,utteranceText,semanticConfidence,condition
69.759,20260630_140909,P00,4,1.996,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
69.759,20260630_140909,P00,4,1.996,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
69.859,20260630_140909,P00,4,2.097,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
69.859,20260630_140909,P00,4,2.097,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
69.859,20260630_140909,P00,4,2.097,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
69.960,20260630_140909,P00,4,2.197,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
69.960,20260630_140909,P00,4,2.197,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
69.960,20260630_140909,P00,4,2.197,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.061,20260630_140909,P00,4,2.298,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.061,20260630_140909,P00,4,2.298,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.061,20260630_140909,P00,4,2.298,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.161,20260630_140909,P00,4,2.399,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.161,20260630_140909,P00,4,2.399,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.161,20260630_140909,P00,4,2.399,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.262,20260630_140909,P00,4,2.499,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.262,20260630_140909,P00,4,2.499,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.262,20260630_140909,P00,4,2.499,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.362,20260630_140909,P00,4,2.599,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.362,20260630_140909,P00,4,2.599,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.362,20260630_140909,P00,4,2.599,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.462,20260630_140909,P00,4,2.700,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.462,20260630_140909,P00,4,2.700,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.462,20260630_140909,P00,4,2.700,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.563,20260630_140909,P00,4,2.800,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.563,20260630_140909,P00,4,2.800,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.563,20260630_140909,P00,4,2.800,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.663,20260630_140909,P00,4,2.900,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.663,20260630_140909,P00,4,2.900,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.663,20260630_140909,P00,4,2.900,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.764,20260630_140909,P00,4,3.001,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.764,20260630_140909,P00,4,3.001,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.764,20260630_140909,P00,4,3.001,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.865,20260630_140909,P00,4,3.102,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.865,20260630_140909,P00,4,3.102,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
70.865,20260630_140909,P00,4,3.102,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.965,20260630_140909,P00,4,3.202,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
70.965,20260630_140909,P00,4,3.202,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
70.965,20260630_140909,P00,4,3.202,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.065,20260630_140909,P00,4,3.303,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.065,20260630_140909,P00,4,3.303,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
71.065,20260630_140909,P00,4,3.303,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.166,20260630_140909,P00,4,3.403,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.166,20260630_140909,P00,4,3.403,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
71.166,20260630_140909,P00,4,3.403,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.266,20260630_140909,P00,4,3.503,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.266,20260630_140909,P00,4,3.503,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
71.266,20260630_140909,P00,4,3.503,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.366,20260630_140909,P00,4,3.604,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.366,20260630_140909,P00,4,3.604,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
71.366,20260630_140909,P00,4,3.604,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.467,20260630_140909,P00,4,3.704,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.467,20260630_140909,P00,4,3.704,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
71.467,20260630_140909,P00,4,3.704,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.568,20260630_140909,P00,4,3.805,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.568,20260630_140909,P00,4,3.805,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
71.568,20260630_140909,P00,4,3.805,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.669,20260630_140909,P00,4,3.906,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.669,20260630_140909,P00,4,3.906,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
71.669,20260630_140909,P00,4,3.906,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.770,20260630_140909,P00,4,4.007,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.770,20260630_140909,P00,4,4.007,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
71.770,20260630_140909,P00,4,4.007,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.870,20260630_140909,P00,4,4.108,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.870,20260630_140909,P00,4,4.108,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
71.870,20260630_140909,P00,4,4.108,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.971,20260630_140909,P00,4,4.208,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
71.971,20260630_140909,P00,4,4.208,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
71.971,20260630_140909,P00,4,4.208,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.071,20260630_140909,P00,4,4.309,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.071,20260630_140909,P00,4,4.309,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
72.071,20260630_140909,P00,4,4.309,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.171,20260630_140909,P00,4,4.409,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.171,20260630_140909,P00,4,4.409,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
72.171,20260630_140909,P00,4,4.409,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.273,20260630_140909,P00,4,4.510,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.273,20260630_140909,P00,4,4.510,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
72.273,20260630_140909,P00,4,4.510,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.373,20260630_140909,P00,4,4.611,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.373,20260630_140909,P00,4,4.611,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
72.373,20260630_140909,P00,4,4.611,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.474,20260630_140909,P00,4,4.711,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.474,20260630_140909,P00,4,4.711,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
72.474,20260630_140909,P00,4,4.711,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.574,20260630_140909,P00,4,4.811,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.574,20260630_140909,P00,4,4.811,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
72.574,20260630_140909,P00,4,4.811,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.674,20260630_140909,P00,4,4.912,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.674,20260630_140909,P00,4,4.912,B,19.65,4.46,FRONT,FAR,SPEAKING,TURN_HOLDER,ANSWER,"Yes, that part looks aligned.",0.95,FULL_SCENE_TOKEN
72.674,20260630_140909,P00,4,4.912,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.775,20260630_140909,P00,4,5.012,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.775,20260630_140909,P00,4,5.012,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.775,20260630_140909,P00,4,5.012,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.875,20260630_140909,P00,4,5.112,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.875,20260630_140909,P00,4,5.112,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.875,20260630_140909,P00,4,5.112,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.975,20260630_140909,P00,4,5.213,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.975,20260630_140909,P00,4,5.213,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
72.975,20260630_140909,P00,4,5.213,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.076,20260630_140909,P00,4,5.313,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.076,20260630_140909,P00,4,5.313,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.076,20260630_140909,P00,4,5.313,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.176,20260630_140909,P00,4,5.414,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
73.176,20260630_140909,P00,4,5.414,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.176,20260630_140909,P00,4,5.414,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.276,20260630_140909,P00,4,5.514,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
73.276,20260630_140909,P00,4,5.514,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.276,20260630_140909,P00,4,5.514,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.377,20260630_140909,P00,4,5.615,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
73.377,20260630_140909,P00,4,5.615,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.377,20260630_140909,P00,4,5.615,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.478,20260630_140909,P00,4,5.716,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
73.478,20260630_140909,P00,4,5.716,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.478,20260630_140909,P00,4,5.716,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.579,20260630_140909,P00,4,5.817,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
73.579,20260630_140909,P00,4,5.817,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.579,20260630_140909,P00,4,5.817,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.680,20260630_140909,P00,4,5.918,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
73.680,20260630_140909,P00,4,5.918,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.680,20260630_140909,P00,4,5.918,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.780,20260630_140909,P00,4,6.018,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
73.780,20260630_140909,P00,4,6.018,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.780,20260630_140909,P00,4,6.018,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.881,20260630_140909,P00,4,6.119,A,-21.25,3.86,FRONT,FAR,SPEAKING,TURN_HOLDER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
73.881,20260630_140909,P00,4,6.119,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.881,20260630_140909,P00,4,6.119,C,1.97,5.80,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.982,20260630_140909,P00,4,6.219,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
73.982,20260630_140909,P00,4,6.219,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
73.982,20260630_140909,P00,4,6.219,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
74.082,20260630_140909,P00,4,6.319,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
74.082,20260630_140909,P00,4,6.319,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
74.082,20260630_140909,P00,4,6.319,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
74.183,20260630_140909,P00,4,6.420,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
74.183,20260630_140909,P00,4,6.420,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
74.183,20260630_140909,P00,4,6.420,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
74.283,20260630_140909,P00,4,6.521,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
74.283,20260630_140909,P00,4,6.521,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
74.283,20260630_140909,P00,4,6.521,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
74.385,20260630_140909,P00,4,6.622,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
74.385,20260630_140909,P00,4,6.622,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
74.385,20260630_140909,P00,4,6.622,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
74.485,20260630_140909,P00,4,6.723,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
74.485,20260630_140909,P00,4,6.723,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
74.485,20260630_140909,P00,4,6.723,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
74.586,20260630_140909,P00,4,6.823,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
74.586,20260630_140909,P00,4,6.823,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
74.586,20260630_140909,P00,4,6.823,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
74.687,20260630_140909,P00,4,6.924,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
74.687,20260630_140909,P00,4,6.924,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
74.687,20260630_140909,P00,4,6.924,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
74.787,20260630_140909,P00,4,7.024,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
74.787,20260630_140909,P00,4,7.024,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
74.787,20260630_140909,P00,4,7.024,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
74.887,20260630_140909,P00,4,7.125,A,-21.25,3.86,FRONT,FAR,SPEAKING,OVERLAPPER,INSTRUCTION,"Move this object forward, please.",0.90,FULL_SCENE_TOKEN
74.887,20260630_140909,P00,4,7.125,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
74.887,20260630_140909,P00,4,7.125,C,1.97,5.80,FRONT,FAR,SPEAKING,OVERLAPPER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
74.988,20260630_140909,P00,4,7.226,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
74.988,20260630_140909,P00,4,7.226,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
74.988,20260630_140909,P00,4,7.226,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
75.089,20260630_140909,P00,4,7.327,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
75.089,20260630_140909,P00,4,7.327,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
75.089,20260630_140909,P00,4,7.327,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
75.189,20260630_140909,P00,4,7.427,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
75.189,20260630_140909,P00,4,7.427,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
75.189,20260630_140909,P00,4,7.427,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
75.290,20260630_140909,P00,4,7.528,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
75.290,20260630_140909,P00,4,7.528,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
75.290,20260630_140909,P00,4,7.528,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
75.390,20260630_140909,P00,4,7.628,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
75.390,20260630_140909,P00,4,7.628,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
75.390,20260630_140909,P00,4,7.628,C,1.97,5.80,FRONT,FAR,SPEAKING,TURN_HOLDER,WARNING,"Be careful, the direction is wrong.",0.90,FULL_SCENE_TOKEN
75.491,20260630_140909,P00,4,7.728,A,-21.25,3.86,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
75.491,20260630_140909,P00,4,7.728,B,19.65,4.46,FRONT,FAR,SILENT,LISTENER,NONE,,0.00,FULL_SCENE_TOKEN
